wick_threshold,direction,exit_type,risk_profile,total_trades,winning_trades,losing_trades,win_rate,total_pnl,total_return_pct,max_drawdown_pct,sharpe_ratio,sortino_ratio,profit_factor,expectancy,avg_win,avg_loss,final_balance
7.0,both,fixed_15,moderate,2,0,2,0.0,-5388.04,-53.88,60.18,-48.367,-48.367,0.0,-2694.02,0.0,2694.02,4594.07
7.0,both,fixed_15,aggressive,2,0,2,0.0,-9014.5,-90.14,92.71,-48.367,-48.367,0.0,-4507.25,0.0,4507.25,953.95
7.0,both,fixed_15,degen,2,0,2,0.0,-10879.37,-108.79,106.3,-48.367,-48.367,0.0,-5439.69,0.0,5439.69,-920.35
7.0,both,fixed_20,conservative,2,0,2,0.0,-3444.21,-34.44,40.09,-48.367,-48.367,0.0,-1722.11,0.0,1722.11,6544.54
7.0,both,fixed_20,moderate,2,0,2,0.0,-5388.04,-53.88,60.18,-48.367,-48.367,0.0,-2694.02,0.0,2694.02,4594.07
7.0,both,fixed_20,aggressive,2,0,2,0.0,-9014.5,-90.14,92.71,-48.367,-48.367,0.0,-4507.25,0.0,4507.25,953.95
7.0,both,fixed_20,degen,2,0,2,0.0,-10879.37,-108.79,106.3,-48.367,-48.367,0.0,-5439.69,0.0,5439.69,-920.35
7.0,both,time_20,conservative,2,2,0,100.0,438.05,4.38,13.03,29.583,0.0,99.99,219.02,219.02,0.0,10425.99
7.0,both,time_20,moderate,2,2,0,100.0,733.6,7.34,20.62,29.583,0.0,99.99,366.8,366.8,0.0,10713.43
7.0,both,time_20,aggressive,2,2,0,100.0,1484.79,14.85,36.62,29.583,0.0,99.99,742.39,742.39,0.0,11444.13
7.0,both,time_20,degen,2,2,0,100.0,2253.56,22.54,49.47,29.583,0.0,99.99,1126.78,1126.78,0.0,12192.11
7.0,both,time_30,conservative,2,1,1,50.0,26.4,0.26,16.2,0.967,0.0,1.1,13.2,293.42,267.01,10014.56
7.0,both,time_30,moderate,2,1,1,50.0,34.85,0.35,25.41,0.967,0.0,1.08,17.43,479.88,445.02,10015.3
7.0,both,time_30,aggressive,2,1,1,50.0,23.95,0.24,44.15,0.967,0.0,1.03,11.97,914.0,890.05,9985.75
7.0,both,time_30,degen,2,1,1,50.0,-32.71,-0.33,58.34,0.967,0.0,0.98,-16.35,1302.37,1335.07,9911.36
7.0,both,time_40,conservative,2,1,1,50.0,-249.01,-2.49,14.82,-11.993,0.0,0.14,-124.5,40.14,289.14,9738.97
7.0,both,time_40,moderate,2,1,1,50.0,-416.1,-4.16,23.16,-11.993,0.0,0.14,-208.05,66.9,483.0,9563.83
7.0,both,time_40,aggressive,2,1,1,50.0,-837.67,-8.38,40.09,-11.993,0.0,0.14,-418.84,133.79,971.46,9122.08
7.0,both,time_40,degen,2,1,1,50.0,-1264.71,-12.65,53.0,-11.993,0.0,0.14,-632.35,200.69,1465.39,8674.75
7.0,both,rr_2,conservative,2,0,2,0.0,-3444.21,-34.44,40.09,-48.367,-48.367,0.0,-1722.11,0.0,1722.11,6544.54
7.0,both,rr_2,moderate,2,0,2,0.0,-5388.04,-53.88,60.18,-48.367,-48.367,0.0,-2694.02,0.0,2694.02,4594.07
7.0,both,rr_2,aggressive,2,0,2,0.0,-9014.5,-90.14,92.71,-48.367,-48.367,0.0,-4507.25,0.0,4507.25,953.95
7.0,both,rr_2,degen,2,0,2,0.0,-10879.37,-108.79,106.3,-48.367,-48.367,0.0,-5439.69,0.0,5439.69,-920.35
7.0,both,rr_3,conservative,2,0,2,0.0,-3444.21,-34.44,40.09,-48.367,-48.367,0.0,-1722.11,0.0,1722.11,6544.54
7.0,both,rr_3,moderate,2,0,2,0.0,-5388.04,-53.88,60.18,-48.367,-48.367,0.0,-2694.02,0.0,2694.02,4594.07
7.0,both,rr_3,aggressive,2,0,2,0.0,-9014.5,-90.14,92.71,-48.367,-48.367,0.0,-4507.25,0.0,4507.25,953.95
7.0,both,rr_3,degen,2,0,2,0.0,-10879.37,-108.79,106.3,-48.367,-48.367,0.0,-5439.69,0.0,5439.69,-920.35
